yyyymmdd,hhmmss,storm#,latstorm,lonstorm,altsnd, latsnd,  lonsnd,  tbot, ttop1, ttop2, ttop3, ttop4, ttop5,  wbot, wtop1, wtop2, wtop3, wtop4, wtop5,dirstm,spdstm,sndang,snddist,suptime,ntime,tor,tordur,torday,outflow
19950608,202958,storm1,  36.675,-100.393,   820, 36.717, -99.617,    10,    10,    10,    10,  2380,  8640,    10,    10,    10,    10,    10,  7950, 244.9,   7.1,   -26,     69,   1.06, 0.35, -1,   0.0,  2.0,0.0
19950608,204058,storm1,  36.698,-100.348,   603, 36.442, -99.371,    10,    10, 12320, 12320, 12320, 12320,    10,    10, 12320, 12320, 12320, 12320, 247.0,   8.3,   -46,     92,   1.26, 0.42, -1,   0.0,  2.0,0.0
19950608,211259,storm1,  36.764,-100.114,   685, 36.704,-100.201,    10,    20,   590,   590,   590,   590,    -1,    -1,    -1,    -1,    -1,    -1, 255.4,  12.7,  -157,     10,   1.84, 0.61,  1,   2.5,  2.0,0.0
19950608,212148,storm1,  36.777,-100.068,   665, 36.833,-100.067,    10,   170,   430,   430,   430,   430,    -1,    -1,    -1,    -1,    -1,    -1, 261.9,  12.3,    79,      6,   1.94, 0.64,  1,   2.5,  2.0,0.0
19950608,212649,storm1,  36.785,-100.017,   665, 36.623, -99.821,    60,   110,   520,   520,   520,   520,    -1,    -1,    -1,    -1,    -1,    -1, 270.3,  11.9,   -45,     25,   2.04, 0.68,  1,   2.5,  2.0,0.0
19950608,214427,storm1,  36.769, -99.883,   719, 36.134, -99.784,    10,    40,  1790,  1790,  8970,  8970,    10,    40,  1160,  1160,  1160,  1160, 262.3,  11.9,   -92,     71,   2.33, 0.77,  1,   2.5,  2.0,0.0
19950608,214529,storm1,  36.769, -99.883,   664, 36.617, -99.817,    10,   150,  1740,  2050,  3210,  3210,    -1,    -1,    -1,    -1,    -1,    -1, 262.3,  11.9,   -80,     18,   2.33, 0.77,  1,   2.5,  2.0,0.0
19950608,230000,storm2,  35.115,-100.714,  1094, 35.201,-101.699,    10, 11840, 11840, 11840, 11840, 11840,    10,    10,    10,    10, 11840, 11840, 232.4,   8.4,   130,     90,   2.25, 0.50,  4,  68.4,  2.0,0.0
19950608,232046,storm2,  35.158,-100.633,   635, 35.600, -99.867,    10,   440,  4790, 12260, 12260, 12260,    -1,    -1,    -1,    -1,    -1,    -1, 243.3,  10.2,     4,     85,   2.54, 0.56,  4,  26.2,  2.0,0.0
19950609,002131,storm2,  35.416,-100.286,   646, 35.405, -99.914,    10,   110,  8170,  8170,  8170,  8170,    10,    10,    10,    10,   740,   740, 231.1,  11.1,   -47,     34,   3.54, 0.78,  4,  26.2,  2.0,0.0
19950609,004611,storm2,  35.483,-100.160,   752, 35.560,-100.110,    10,   150,   750,  1290,  6410,  6410,    -1,    -1,    -1,    -1,    -1,    -1, 224.0,  11.9,    10,     10,   3.93, 0.87,  4,  26.2,  2.0,0.0
19950609,005007,storm2,  35.502,-100.132,   735, 35.519,-100.109,    10,    10,   300,   770,  5260,  5790,    10,    10,   300,   770,  5260,  5790, 219.7,  14.2,   -14,      3,   4.03, 0.89,  4,  26.2,  2.0,0.0
19950609,010424,storm2,  35.617,-100.015,   635, 35.612, -99.701,    10,    10,  5350,  6660,  7010,  7010,    10,    10,    10,   210,   210,   210, 212.3,  17.0,   -64,     28,   4.33, 0.96,  4,  26.2,  2.0,0.0
19960421,203000,storm2,  35.924, -98.090,   622, 36.070, -99.200,    10, 12370, 12370, 12370, 12370, 12370,    10,   190, 12350, 12350, 12350, 12350, 242.2,  21.2,   137,    101,   0.49, 0.10, -1,   0.0,  1.0,0.0
19960421,203001,storm2,  35.924, -98.090,   315, 36.610, -97.490,    10, 12660, 12660, 12660, 12660, 12660,    10,   800, 12640, 12640, 12640, 12640, 242.2,  21.2,    22,     93,   0.49, 0.10, -1,   0.0,  1.0,0.0
19960421,232900,storm1,  34.597, -97.108,   344, 34.970, -97.420,    10, 12640, 12640, 12640, 12640, 12640,    10,   110,   700,   700,   700,   700, 238.6,  12.4,    88,     50,   4.05, 0.57,  1,   2.5,  1.0,0.0
19960421,233000,storm2,  36.437, -96.402,   315, 36.610, -97.490,    10, 11080, 11080, 11080, 11080, 11080,    10,    90,    90,   490,   490,  6190, 242.3,  12.0,   135,     99,   3.42, 0.71,  1,   8.4,  1.0,0.0
19960421,233001,storm2,  36.437, -96.402,   217, 35.680, -95.850,    10, 12770, 12770, 12770, 12770, 12770,    10,    60, 12710, 12710, 12710, 12710, 242.3,  12.0,   -92,     98,   3.42, 0.71,  1,   8.4,  1.0,0.0
19960422,023000,storm1,  35.308, -95.511,   217, 35.680, -95.850,    10, 12770, 12770, 12770, 12770, 12770,    10,    10,  2530,  5850,  5850, 12700, 237.8,  13.1,    89,     52,   7.08, 1.00, -1,   0.0,  1.0,0.0
19960428,053000,storm1,  36.781, -97.128,   447, 38.300, -97.300,    10, 10660, 10660, 10660, 10660, 10660,    10,    10,    10,  2920,  2920,  2920, 282.4,  17.9,   110,    170,   1.39, 0.38, -2,   0.0,  0.0,0.0
19960428,053001,storm1,  36.781, -97.128,   217, 35.680, -95.850,    10, 12770, 12770, 12770, 12770, 12770,    10,    50, 12730, 12730, 12730, 12730, 282.4,  17.9,   -31,    168,   1.39, 0.38, -2,   0.0,  0.0,0.0
19960428,053200,storm1,  36.781, -97.128,   315, 36.610, -97.490,    10,  9620, 10090, 10090, 10090, 10090,    10,   170, 10090, 10090, 10090, 10090, 282.4,  17.9,  -134,     37,   1.39, 0.38, -2,   0.0,  0.0,0.0
19980506,203000,storm1,  36.734, -99.114,   622, 36.070, -99.200,    10, 11530, 11530, 11530, 11530, 11530,    10,   380, 12370, 12370, 12370, 12370, 282.3,  14.7,   -81,     74,   2.24, 0.34, -2,   0.0,  0.0,0.0
19980506,203000,storm2,  35.443, -96.956,   344, 34.970, -97.420,    10, 12650, 12650, 12650, 12650, 12650,    10,    10,  9830, 12600, 12600, 12600, 237.2,  12.5,  -167,     67,   0.10, 0.03, -1,   0.0,  1.0,0.0
19980506,203001,storm2,  35.443, -96.956,   217, 35.680, -95.850,    10, 12770, 12770, 12770, 12770, 12770,    10,    10, 12720, 12720, 12720, 12720, 237.2,  12.5,   -23,    103,   0.10, 0.03, -1,   0.0,  1.0,0.0
19980506,233000,storm2,  35.595, -95.573,   344, 34.970, -97.420,    10,  3040,  3040, 12650, 12650, 12650,    10,    10, 12610, 12610, 12610, 12610, 275.8,  12.8,  -151,    181,   3.09, 0.95, -1,   0.0,  1.0,0.0
19980506,233001,storm2,  35.595, -95.573,   217, 35.680, -95.850,    10, 12770, 12770, 12770, 12770, 12770,    10,   610, 12700, 12700, 12700, 12700, 275.8,  12.8,   166,     27,   3.09, 0.95, -1,   0.0,  1.0,0.0
19980506,233500,storm1,  36.221, -97.386,   315, 36.610, -97.490,    10, 12680, 12680, 12680, 12680, 12680,    10,   680, 12670, 12670, 12670, 12670, 285.6,  13.3,   121,     44,   5.30, 0.80, -2,   0.0,  0.0,0.0
19980506,234100,storm1,  36.215, -97.347,   622, 36.070, -99.200,    10, 12370, 12370, 12370, 12370, 12370,    10,    10, 12350, 12350, 12350, 12350, 285.6,  13.0,  -156,    167,   5.38, 0.81, -2,   0.0,  0.0,0.0
19980608,203300,storm1,  37.206, -98.002,   315, 36.610, -97.490,    10, 12680, 12680, 12680, 12680, 12680,    10,   540, 12600, 12600, 12600, 12600, 262.8,  18.2,   -64,     80,   2.07, 0.30,  0,   2.5,  1.0,0.0
19980608,232500,storm1,  37.463, -96.248,   315, 36.610, -97.490,    10, 12670, 12670, 12670, 12670, 12670,    10,    60, 12630, 12630, 12630, 12630, 250.2,  15.0,  -164,    145,   4.92, 0.73, -1,   0.0,  2.0,0.0
20000629,235515,storm1,  39.491,-101.437,   973, 39.380,-101.032,    10,  8750,  9930,  9930,  9930,  9930,    10,  9950,  9950,  9950,  9950,  9950, 324.6,   9.2,    42,     37,   2.33, 0.55,  0,   2.5,  1.0,0.0
20020524,204448,storm1,  34.211,-100.421,   555, 35.041, -99.988,    80,  4240,  4240,  4240,  4240,  4240,   370,  4180,  4180,  4180,  4180,  4180, 237.8,   5.9,    30,    100,   0.25, 0.12, -2,   0.0,  1.0,0.0
20020524,204656,storm1,  34.211,-100.421,   525, 35.048, -99.702,    10,  4170,  4170,  4170,  4170,  4170,    60,  3620,  3620,  3620,  3620,  3620, 237.8,   5.9,    18,    114,   0.25, 0.12, -2,   0.0,  1.0,0.0
20020524,205008,storm1,  34.220,-100.404,   510, 35.037, -99.408,    50,    50,   490,   820,  4240,  4240,  1320,  3540,  4190,  4190,  4190,  4190, 243.4,   5.1,    14,    129,   0.33, 0.16, -2,   0.0,  1.0,0.0
20020524,205403,storm1,  34.225,-100.390,   859, 35.241,-100.539,    10,  3850,  3850,  3850,  3850,  3850,    10,    10,  3850,  3850,  3850,  3850, 246.7,   4.7,    69,    114,   0.41, 0.20, -2,   0.0,  1.0,0.0
20020524,205424,storm1,  34.225,-100.390,   477, 35.059, -99.127,    10,  4260,  4260,  4260,  4260,  4260,    10,  3400,  3400,  3940,  3940,  3940, 246.7,   4.7,    12,    148,   0.41, 0.20, -2,   0.0,  1.0,0.0
20020524,205604,storm1,  34.225,-100.390,   703, 35.260,-100.117,    30,    80,   220,  5080,  5080,  5080,    30,    80,   220,  5080,  5080,  5080, 246.7,   4.7,    50,    118,   0.41, 0.20, -2,   0.0,  1.0,0.0
20020524,205736,storm1,  34.225,-100.390,   420, 35.060, -98.830,    20,  4340,  4340,  4340,  4340,  4340,    80,   280,  4220,  4220,  4220,  4220, 246.7,   4.7,     6,    170,   0.41, 0.20, -2,   0.0,  1.0,0.0
20020524,220003,storm2,  35.178, -99.665,   634, 35.235, -99.929,    10, 10340, 10340, 10340, 10340, 10340,    10,    30, 10130, 10130, 10130, 10130, 237.8,  19.8,   128,     25,   0.41, 0.20,  0,   2.5,  1.0,0.0
20020524,230200,storm2,  35.305, -99.197,   357, 35.201, -97.400,    10, 12640, 12640, 12640, 12640, 12640,    10, 12640, 12640, 12640, 12640, 12640, 253.9,   6.7,   -23,    164,   1.48, 0.72,  0,   2.5,  1.0,0.0
20020610,200200,storm1,  37.604,-101.171,   675, 38.465,-100.111,    10,    50, 12300, 12300, 12300, 12300,    10,    50, 12300, 12300, 12300, 12300, 245.3,   6.3,    16,    133,   0.35, 0.15, -2,   0.0,  1.0,0.0
20020610,204400,storm1,  37.643,-101.008,   716, 38.538, -99.826,    10,  5930,  5930,  5930,  5930,  5930,    10,    10,    10,  5890,  5890,  5890, 252.6,   6.0,    23,    144,   1.01, 0.45, -2,   0.0,  1.0,0.0
20020610,205204,storm1,  37.653,-100.967,   862, 36.559,-100.606,    10, 12130, 12130, 12130, 12130, 12130,    10, 12130, 12130, 12130, 12130, 12130, 259.8,   5.1,   -88,    126,   1.18, 0.52, -2,   0.0,  1.0,0.0
20020610,205320,storm1,  37.653,-100.967,   860, 38.893,-100.721,    40,  5860,  5860,  5860,  5860,  5860,    40,  5860,  5860,  5860,  5860,  5860, 259.8,   5.1,    68,    140,   1.18, 0.52, -2,   0.0,  1.0,0.0
20020610,205600,storm1,  37.653,-100.967,   788, 37.801,-100.000,    10, 12170, 12170, 12170, 12170, 12170,    10,   310,   310,   310,   310, 12170, 259.8,   5.1,    -2,     87,   1.18, 0.52, -2,   0.0,  1.0,0.0
20020610,205632,storm1,  37.655,-100.949,   766, 38.783,-100.460,    20,  5850,  5850,  5850,  5850,  5850,    60,  5660,  5660,  5660,  5660,  5660, 259.2,   5.0,    58,    133,   1.26, 0.56, -2,   0.0,  1.0,0.0
20020610,205840,storm1,  37.655,-100.949,   802, 38.678,-100.221,    30,  1040,  1340,  1340,  1340,  5890,    60,   200,   650,   650,   910,  5810, 259.2,   5.0,    47,    130,   1.26, 0.56, -2,   0.0,  1.0,0.0
20020610,210256,storm1,  37.656,-100.934,   736, 38.573, -99.990,    10,  5960,  5960,  5960,  5960,  5960,    60,    90,   610,  5820,  5820,  5820, 257.4,   5.3,    35,    131,   1.35, 0.60, -2,   0.0,  1.0,0.0
20020610,210504,storm1,  37.656,-100.934,   655, 38.454, -99.734,    10,  6040,  6040,  6040,  6040,  6040,    20,  5990,  5990,  5990,  5990,  5990, 257.4,   5.3,    25,    138,   1.35, 0.60, -2,   0.0,  1.0,0.0
20020610,210816,storm1,  37.660,-100.919,   673, 38.349, -99.485,    20,  4710,  4710,  4710,  5350,  5350,    10,  4690,  4690,  4690,  5930,  5930, 256.0,   6.2,    14,    147,   1.43, 0.63, -2,   0.0,  1.0,0.0
20020610,211128,storm1,  37.663,-100.900,   631, 38.244, -99.239,    10,  6040,  6040,  6040,  6040,  6040,    10,  6040,  6040,  6040,  6040,  6040, 255.6,   7.1,     6,    159,   1.51, 0.67, -2,   0.0,  1.0,0.0
20020615,213702,storm1,  36.322,-102.515,   920, 36.791,-101.323,    10,  6070,  6070,  6070,  6070,  6070,    10,    10,    10,    10,  6060,  6060, 335.8,  14.9,    97,    119,   1.33, 0.25, -2,   0.0,  1.0,0.0
20020615,214801,storm1,  36.240,-102.478,   853, 36.883,-100.900,    10,   110,  2260,  4170,  4170,  4170,    10,    10,    10,    10,    10,  8620, 332.5,  14.3,    95,    158,   1.50, 0.28, -2,   0.0,  1.0,0.0
20020615,222000,storm1,  36.053,-102.360,   920, 36.791,-101.323,    10,  3720,  3720,  3720,  3720,  3720,    10,    10,    10,    10,  3670,  3670, 330.5,  12.9,   107,    124,   2.00, 0.37, -2,   0.0,  1.0,0.0
20020615,230900,storm1,  35.751,-102.099,  1094, 35.202,-101.699,    10, 11850, 11850, 11850, 11850, 11850,    10,  1470,  1470,  1470, 11850, 11850, 318.0,  15.5,    -5,     71,   2.83, 0.52, -2,   0.0,  1.0,0.0
20030524,235105,storm1,  33.874, -96.091,   256, 34.170, -97.163,    10,   970,   970,   970, 12730, 12730,    10,    10,    10,    10,    10, 12550, 326.2,  10.4,  -138,    104,   1.24, 0.28,  1,   7.5,  1.0,0.0
